tableID,paiJuId,gameCoins
326696982,523744,-2400.0
326696982,900671,2400.0
326696982,1798895,6000.0
326696982,989066,8475.0
326696982,1156540,-6000.0
326696982,1703482,1200.0
326696982,1491434,-1200.0
326696982,3681386,4800.0
326696982,2924686,-4800.0
326696982,2828921,-4252.0
326696982,3012459,-12000.0
326696982,2165544,-1200.0
326696982,2205613,3600.0
326696982,1257836,7200.0
326696982,1332476,7200.0
326696982,1312884,3000.0
326696982,2266835,-6000.0
326696982,1286650,-3000.0
326696982,1782423,-18000.0
326696982,1108318,2400.0
326696982,1685780,-4200.0
326696982,1904268,-7200.0
326696982,2339499,-11400.0
326696982,546134,-3600.0
326696982,2572712,7200.0
326696982,4176243,-1200.0
326696982,1225876,-1200.0
326696982,3498134,-12000.0
326696982,529244,-2400.0
326696982,4408161,7200.0
326696982,2357470,3000.0
326696982,2096766,-1200.0
326696982,520009,4200.0
326696982,800063,2400.0
326696982,927701,-4800.0
326696982,3571849,-8400.0
326696982,1263742,12981.0
326696982,3663229,-7200.0
326696982,605117,2400.0
326696982,2689539,12000.0
326696982,675958,-2400.0
326696982,4116874,6320.0
326696982,1927029,-2400.0
326696982,1648037,2400.0
326696982,4411925,2286.0
326696982,4243437,-9600.0
326696982,2005624,-2200.0
326696982,4239677,2400.0
326696982,2223261,-5066.0
326696982,1205647,-19200.0
326696982,1271745,1200.0
326696982,1460378,14400.0
326696982,3020642,-3000.0
326696982,2374800,4800.0
326696982,1841348,-3600.0
326696982,1400271,7200.0
326696982,3691964,-4800.0
326696982,2591131,-3600.0
326696982,1813558,7200.0
326696982,1168162,3600.0
326696982,2581786,-4800.0
326696982,1234042,1200.0
326696982,1854553,-3600.0
326696982,1531446,-4200.0
326696982,973445,6000.0
326696982,1023980,14400.0
326696982,4308650,6000.0
326696982,4135400,2400.0
326696982,1803376,-6000.0
326696982,641964,-2400.0
326696982,1609312,-2400.0
326696982,623438,3000.0
326696982,2410937,4800.0
326696982,2150308,-2400.0
326696982,672700,-7200.0
326696982,1481480,6812.0
326696982,2382755,13200.0
326696982,1090226,5530.0
326696982,805230,4800.0
326696982,2000435,3600.0
326696982,2806187,4800.0
326696982,954299,2400.0
326696982,2844065,3000.0
326696982,3853643,3358.0
326696982,2812067,2400.0
326696982,2181957,-6876.0
326696982,1427426,-2400.0
326696982,2012844,8400.0
326696982,2515326,3860.0
326696982,104833,-9000.0
326696982,1695839,2400.0
326696982,1501013,-4800.0
326696982,2946442,-7200.0
326696982,2548546,-3000.0
326696982,609970,9600.0
326696982,966157,-2400.0
326696982,2232642,11412.0
326696982,1407618,-2400.0
326696982,2106759,4800.0
326696982,1708636,-10800.0
326696982,1525043,7200.0
326696982,56516,-9000.0
326696982,2902896,3600.0
326696982,4189933,-1200.0
326696982,1734332,-4800.0
326696982,4227879,-8350.0
326696982,699023,-3600.0
326696982,4317958,-2400.0
326696982,2453435,3534.0
326696982,2257220,9600.0
326696982,685186,6000.0
326696982,516735,3600.0
326696982,3641043,4800.0
326696982,914546,3600.0
326696982,2526521,4800.0
326696982,1080146,-5400.0
326696982,1017768,7200.0
326696982,2552684,-600.0
326696982,1881492,2400.0
326696982,1321630,6000.0
326696982,2611515,2400.0
326696982,4071632,-1200.0
326696982,2026592,4800.0
326696982,1865522,9793.0
326696982,2557355,4200.0
326696982,1638216,4200.0
326696982,3157423,-9600.0
326696982,1305928,4200.0
326696982,2114528,2400.0
326696982,3345408,3600.0
326696982,3107142,-2400.0
326696982,2675588,-7200.0
326696982,1158033,-18305.0
326696982,2360629,-6000.0
326696982,897271,-3600.0
326696982,1379275,7200.0
326696982,3093449,3600.0
326696982,1423695,-4800.0
326696982,1444737,6000.0
326696982,525374,1800.0
326696982,2406662,7200.0
326696982,1006741,-2400.0
326696982,1722237,-2400.0
326696982,65039,12000.0
326696982,823901,-15490.0
326696982,594565,-1200.0
326696982,2852945,3600.0
326696982,1149017,-2400.0
326696982,3169213,-7200.0
326696982,537819,7200.0
326696982,4359843,7200.0
326696982,2750958,-1424.0
326696982,1178833,-4200.0
326696982,2155319,3801.0
326696982,715621,4800.0
326696982,1338287,2400.0
326696982,2614050,-10788.0
326696982,3817664,2400.0
326696982,3233983,-2400.0
326696982,1765767,-4800.0
326696982,1294787,-31200.0
326696982,478119,-1200.0
326696982,542499,-5706.0
326696982,1946792,5504.0
326696982,1011618,-1200.0
326696982,2566321,3000.0
326696982,2735291,6000.0
326696982,3130225,1200.0
326696982,4327182,14400.0
326696982,997042,-5981.0
326696982,1826060,3000.0
326696982,959820,-1800.0
326696982,2343961,1200.0
326696982,3594558,-6000.0
326696982,87315,22800.0
326696982,1990655,19200.0
326696982,4154975,-1200.0
326696982,2272722,21147.0
326696982,4214976,2412.0
326696982,3026577,-7200.0
326696982,3291207,10310.0
326696982,1171941,8400.0
326696982,2932988,-14400.0
326696982,634204,-10800.0
326696982,1547326,-5929.0
326696982,2540623,-4800.0
326696982,777696,-4374.0
326696982,3045614,1200.0
326696982,1370211,-2373.0
326696982,4249623,2400.0
326696982,651786,-2400.0
326696982,793579,-5835.0
326696982,1472508,-1200.0
326696982,2174541,3000.0
326696982,13770,7200.0
326696982,2448281,1200.0
326696982,1066420,7542.0
326696982,1358337,24000.0
326696982,1739009,4800.0
326696982,475788,1200.0
326696982,1003341,12883.0
326696982,629068,-2400.0
326696982,4256903,-12000.0
326696982,3374407,-8400.0
326696982,1097171,1200.0
326696982,3709100,-3000.0
326696982,1676036,4800.0
326696982,2820276,-1200.0
326696982,2191351,13776.0
326696982,91783,-3000.0
326696982,639425,1200.0
326696982,2633670,1200.0
326696982,722082,2400.0
326696982,3839649,9600.0
326696982,2744967,4800.0
326696982,982097,10800.0
326696982,3218360,-12600.0
326696982,4123844,8977.0
326696982,1600242,1046.0
326696982,1729703,1200.0
326696982,921008,-3600.0
326696982,114498,-8400.0
326696982,875132,-1200.0
326696982,3831341,3000.0
326696982,2531812,3600.0
326696982,1221180,-4800.0
326696982,2032045,-3600.0
326696982,532470,5580.0
326696982,945975,2400.0
326696982,4268675,4800.0
326696982,1807360,-4004.0
326696983,3181261,-1200.0
326696983,1525033,1200.0
326696983,1688642,-1800.0
326696983,2317577,3998.0
326696983,1035316,-4200.0
326696983,1805433,2400.0
326696983,593480,-3600.0
326696983,2913963,1200.0
326696983,1577812,7200.0
326696983,3175549,-1200.0
326696983,1946509,-2400.0
326696983,923830,1200.0
326696983,1438725,-9600.0
326696983,3214282,-3600.0
326696983,3297441,3600.0
326696983,560925,3339.0
326696983,1835695,3642.0
326696983,1891470,2400.0
326696983,2466898,-5618.0
326696983,2729146,2400.0
326696983,4030069,-7200.0
326696983,2334322,3042.0
326696983,612047,-7200.0
326696983,2428403,-4200.0
326696983,1114529,4200.0
326696983,1446001,-16800.0
326696983,2181577,1800.0
326696983,606306,4051.0
326696983,891398,-14400.0
326696983,731526,4800.0
326696983,1267166,4800.0
326696983,3436814,1200.0
326696983,1554559,7200.0
326696983,2067114,13320.0
326696983,673270,9600.0
326696983,737599,-2400.0
326696983,782172,1200.0
326696983,2780336,1200.0
326696983,1989836,-1200.0
326696983,2748319,-14400.0
326696983,1470903,-16800.0
326696983,762788,4800.0
326696983,980611,-4800.0
326696983,2290783,-4800.0
326696983,522473,-3600.0
326696983,1795886,-14400.0
326696983,4183799,-3600.0
326696983,1761258,-3000.0
326696983,1917323,7200.0
326696983,986732,3600.0
326696983,777433,-1800.0
326696983,804765,-7200.0
326696983,666760,6000.0
326696983,1411120,-4200.0
326696983,2114026,-1200.0
326696983,1481858,-1800.0
326696983,3164073,7200.0
326696983,3280672,2400.0
326696983,2752904,7200.0
326696983,1896799,8060.0
326696983,1018035,2400.0
326696983,809938,2400.0
326696983,3449501,-1200.0
326696983,639558,8400.0
326696983,537847,1.0
326696983,569473,-7200.0
326696983,1774451,-9360.0
326696983,1007276,-10180.0
326696983,565146,5300.0
326696983,1996631,9600.0
326696983,1939089,-13200.0
326696983,1420065,-5799.0
326696983,4223668,1200.0
326696983,1181827,-2400.0
326696983,833855,-5400.0
326696983,2844525,6552.0
326696983,2037365,-12700.0
326696983,820497,4301.0
326696983,1864472,-3600.0
326696983,2509548,-4060.0
326696983,1454643,-6000.0
326696983,4194910,-3000.0
326696983,1597531,3000.0
326696983,525743,-4800.0
326696983,642552,2400.0
326696983,4113903,2400.0
326696983,902484,-1200.0
326696983,1677778,-6600.0
326696983,3141615,-3702.0
326696983,2581106,-2110.0
326696983,2144854,2400.0
326696983,1044226,8400.0
326696983,1104941,-1200.0
326696983,4155423,-2400.0
326696983,2628769,-1200.0
326696983,2170542,1800.0
326696983,1722583,7200.0
326696983,2604060,-7925.0
326696983,2652626,7200.0
326696983,3980595,2400.0
326696983,814743,-1200.0
326696983,1561379,3600.0
326696983,1843507,-8400.0
326696983,3519798,7200.0
326696983,4339153,-1200.0
326696983,695851,-2013.0
326696983,4140149,14400.0
326696983,1612278,-4200.0
326696983,4398306,-600.0
326696983,3711123,-4800.0
326696983,4313309,-3350.0
326696983,3925683,-25806.0
326696983,4383872,-12555.0
326696983,1434924,-4800.0
326696983,2485942,-10039.0
326696983,2274319,2400.0
326696983,3720051,3600.0
326696983,3308428,3600.0
326696983,4171449,-10119.0
326696983,4124510,3600.0
326696983,4200823,-2400.0
326696983,3103256,3000.0
326696983,1221114,-10800.0
326696983,603144,3000.0
326696983,2761742,1200.0
326696983,1911819,-13200.0
326696983,992760,2400.0
326696983,1151279,2400.0
326696983,908947,3000.0
326696983,713485,-2400.0
326696983,2633197,4800.0
326696983,2091719,9600.0
326696983,3348823,4795.0
326696983,1053292,-3000.0
326696983,3469675,-2400.0
326696983,719863,6000.0
326696983,2047131,-2400.0
326696983,2041557,-3000.0
326696983,1173222,4800.0
326696983,851755,2400.0
326696983,1925014,4200.0
326696983,1165666,1200.0
326696983,4011435,-1200.0
326696983,3225321,3600.0
326696983,1714779,-4800.0
326696983,997982,1200.0
326696983,1643332,-7200.0
326696983,938484,-4800.0
326696983,2073795,9600.0
326696983,652609,2400.0
326696983,1951221,-3600.0
326696983,1873339,-3600.0
326696983,1534494,-2460.0
326696983,828321,-2400.0
326696983,1203682,8771.0
326696983,4409121,-3591.0
326696983,624401,3600.0
326696983,3770188,6000.0
326696983,2879954,-1200.0
326696983,860813,3600.0
326696983,3942606,2400.0
326696983,1850907,-6000.0
326696983,1624666,4800.0
326696983,3533443,-4800.0
326696983,8718,-9600.0
326696983,677897,6600.0
326696983,2195436,-14400.0
326696983,1738138,1200.0
326696983,2016061,-3600.0
326696983,3558012,6000.0
326696983,2005365,2400.0
326696983,843167,2400.0
326696983,1744385,-3600.0
326696983,2517167,14400.0
326696983,3992551,2400.0
326696983,1505612,-12040.0
326696983,634694,-22007.0
326696983,2564744,-6000.0
326696983,1141515,-4800.0
326696983,2958418,1200.0
326696983,513729,2400.0
326696983,2035531,7200.0
326696983,1539466,-7200.0
326696983,3509564,-7200.0
326696983,4393248,-2400.0
326696983,1669743,3600.0
326696983,1886182,-12377.0
326696983,2589196,6000.0
326696983,649432,1200.0
326696983,3135537,7200.0
326696983,1934365,9600.0
326696983,754726,-1200.0
326696983,2494512,-4800.0
326696983,758328,2400.0
326696983,588351,4800.0
326696983,1082027,-3600.0
326696983,4416206,4200.0
326696983,3545217,-6916.0
326696983,3903197,6000.0
326696983,2539655,1200.0
326696983,1396211,3000.0
326696983,3494353,-6000.0
326696983,959119,2400.0
326696983,518971,7200.0
326696983,2818704,8400.0
326696983,2738789,-3633.0
326696983,1819574,-7200.0
326696983,3915912,1200.0
326696983,1488640,-6000.0
326696983,657369,2400.0
326696983,1928617,-28031.0
326696983,2191346,-2400.0
326696983,3951188,1200.0
326696983,1659920,-6450.0
326696983,579391,2400.0
326696983,686429,4800.0
326696983,2920427,7952.0
326696983,970675,3600.0
326696983,2058459,-8400.0
326696983,2204634,-10039.0
326696983,1403573,-15700.0
326696983,1856130,-19200.0
326696983,914864,14400.0
326696983,1188536,6000.0
326696983,2924293,-3154.0
326696983,3426458,-7200.0
326696983,515685,-9600.0
326696983,1982161,3600.0
326696983,4402140,2400.0
326696983,3681606,4441.0
326696983,707911,-6378.0
326696983,1704853,-1200.0
326696983,932269,1102.0
326696983,596969,-9600.0
326696983,1045982,-18926.0
326696983,1427670,4800.0
326696983,3085427,11400.0
326696983,2152549,2400.0
326696983,2757856,4200.0
326696983,2026378,2400.0
326696983,2500956,-2400.0
326696983,1365462,-5784.0
326696983,3401009,-9600.0
326696983,3696389,6000.0
326696983,590446,3600.0
326696983,1969638,7200.0
326696983,1547193,9600.0
326696983,3406667,-3000.0
326696983,2097903,-2400.0
326696983,2784169,-8821.0
326696983,4210376,3000.0
326696983,2720912,-7200.0
326696983,663424,-15600.0
326696983,1831128,-14400.0
326696983,1156358,12000.0
326696983,581934,4200.0
326696983,1022744,1200.0
326696983,882267,-1042.0
326696983,2162217,3600.0
326696983,1569517,-1200.0
326696983,954368,3600.0
326696983,2596883,-4618.0
326696983,2482063,2400.0
326696983,1130556,-10800.0
326696983,977644,4800.0
326696983,5152,3000.0
326696983,1905003,-11269.0
326696983,1109893,-16800.0
326696983,3475082,6000.0
326696983,702000,3600.0
326696983,3238599,3260.0
326696983,2945895,1200.0
326696983,2214879,3740.0
326696983,1071606,-968.0
326696983,3318889,3969.0
326696983,3413800,-1927.0
326696983,3569120,7800.0
326696983,2177804,6000.0
326696983,2299867,12000.0
326696983,3196980,3600.0
326696983,945726,-6000.0
326696983,2530792,13504.0
326696983,3395496,-7200.0
326696983,616536,-7200.0
326696983,2282197,5763.0
326696983,2735972,-3600.0
326696983,1653293,3355.0
326696983,3112831,2676.0
326696983,3094970,2400.0
326696983,3853195,4800.0
326696983,1028812,12000.0
326696983,1099666,-1200.0
326696983,1640258,-4800.0
326696983,4327521,4928.0
326696983,3487043,3600.0
326696983,2476048,-2400.0
326696983,2246213,6355.0
326696983,3863965,-9363.0
326696983,528540,-4800.0
326696983,2639432,-1200.0
326696983,1815488,7200.0
326696983,1782036,-7200.0
326696983,1093997,2400.0
326696983,2083634,-3600.0
326696983,2122860,1200.0
326696983,620237,4200.0
326696983,1630486,4800.0
326696983,4058694,2400.0
326696983,2327455,11370.0
326696983,511963,-8400.0
326696983,1771184,-1626.0
326696983,4134416,2400.0
326696983,787511,-1200.0
326696983,630276,-1200.0
326696983,510797,3164.0
326696983,1495417,4080.0
326696983,3756467,9334.0
326696983,1732628,6000.0
326696983,2833385,-1200.0
326696983,3577731,6620.0
326696983,1961252,-3600.0
326696983,1826657,2400.0
326696983,3964209,2400.0
326696980,1972297,3000.0
326696980,482052,19195.0
326696980,524654,7200.0
326696980,1964652,-7200.0
326696980,1386080,3600.0
326696980,590056,6000.0
326696980,1746375,1200.0
326696980,670330,4800.0
326696980,478752,4800.0
326696980,616110,9600.0
326696980,659051,4800.0
326696980,897786,-7200.0
326696980,672790,1200.0
326696980,4064011,-1200.0
326696980,720786,3000.0
326696980,4014573,2400.0
326696980,1200126,4800.0
326696980,1926202,-9600.0
326696980,15522,-8400.0
326696980,571618,-3600.0
326696980,4025192,1200.0
326696980,2525400,-2400.0
326696980,1397443,-14320.0
326696980,3389748,-3371.0
326696980,1367173,7200.0
326696980,3296561,-1200.0
326696980,3560172,-1200.0
326696980,1572049,9600.0
326696980,3545420,-7200.0
326696980,885200,-4200.0
326696980,1525440,-4800.0
326696980,1304873,-20400.0
326696980,2041614,10800.0
326696980,518504,-2084.0
326696980,4000613,10800.0
326696980,946338,-1200.0
326696980,2217527,7054.0
326696980,2534463,4800.0
326696980,598321,-6000.0
326696980,643514,3600.0
326696980,507998,2400.0
326696980,842952,8400.0
326696980,1797171,-3600.0
326696980,602311,3614.0
326696980,1703064,-6000.0
326696980,2826927,-8400.0
326696980,1165674,12000.0
326696980,4169516,-8999.0
326696980,108432,9600.0
326696980,2434623,-3129.0
326696980,648728,600.0
326696980,1727674,2400.0
326696980,1110927,-4800.0
326696980,757706,-1200.0
326696980,2020099,-1200.0
326696980,1336218,-6000.0
326696980,171481,-2400.0
326696980,4402446,1200.0
326696980,175885,-1200.0
326696980,577823,3600.0
326696980,1310929,-4800.0
326696980,2880106,5780.0
326696980,1834528,-19200.0
326696980,1739494,-5680.0
326696980,4107961,2400.0
326696980,2887015,3000.0
326696980,2032972,7200.0
326696980,2862317,9600.0
326696980,587263,1200.0
326696980,619443,-8400.0
326696980,4394787,-4800.0
326696980,693998,-3600.0
326696980,513174,-9600.0
326696980,3324675,-8400.0
326696980,466840,-2400.0
326696980,2653729,1200.0
326696980,1866490,-2400.0
326696980,826937,7200.0
326696980,634160,-9600.0
326696980,2474579,3600.0
326696980,3287427,1200.0
326696980,920906,6000.0
326696980,2769370,-1200.0
326696980,4279274,2400.0
326696980,1717919,2400.0
326696980,1294277,4800.0
326696980,1078380,-2400.0
326696980,4291852,-1200.0
326696980,1535438,-6000.0
326696980,2297356,-10200.0
326696980,2843982,12440.0
326696980,118380,3600.0
326696980,1656727,7200.0
326696980,678130,-6000.0
326696980,1855648,-7332.0
326696980,4038934,-4200.0
326696980,799564,1200.0
326696980,2411005,4800.0
326696980,891646,1200.0
326696980,2335962,6684.0
326696980,4323294,-608.0
326696980,4338970,-1200.0
326696980,3246933,1200.0
326696980,121633,-2400.0
326696980,575256,-2400.0
326696980,530719,4800.0
326696980,934137,2400.0
326696980,926475,-4288.0
326696980,814517,-12000.0
326696980,514582,4200.0
326696980,522284,2400.0
326696980,2228309,-3600.0
326696980,1170829,3600.0
326696980,491969,3559.0
326696980,4377335,6000.0
326696980,4180529,14400.0
326696980,2899037,3600.0
326696980,2602746,1200.0
326696980,2485945,-4800.0
326696980,25546,-2400.0
326696980,879640,-26940.0
326696980,2570874,-4200.0
326696980,535432,-4800.0
326696980,1668226,3600.0
326696980,1282085,2400.0
326696980,463667,6000.0
326696980,2257079,600.0
326696980,527414,9600.0
326696980,2667614,-1200.0
326696980,3371581,3000.0
326696980,2094762,-2400.0
326696980,1071205,3226.0
326696980,1845611,4200.0
326696980,1391711,-6000.0
326696980,1118991,3600.0
326696980,831473,4800.0
326696980,2359359,-5874.0
326696980,1593736,4200.0
326696980,3881716,-9600.0
326696980,858634,1200.0
326696980,39120,4800.0
326696980,736967,-2400.0
326696980,2353458,-2400.0
326696980,1375785,-9600.0
326696980,2389300,-9600.0
326696980,2429676,4800.0
326696980,4390296,-15049.0
326696980,1886788,-1200.0
326696980,712923,-3600.0
326696980,1640340,6000.0
326696980,4141947,4800.0
326696980,4242166,9600.0
326696980,2418420,-10200.0
326696980,4316745,3600.0
326696980,779668,-3600.0
326696980,1826482,3600.0
326696980,973440,3600.0
326696980,1436825,3600.0
326696980,2629416,2400.0
326696980,2320409,-5988.0
326696980,1178341,4800.0
326696980,1983323,-3600.0
326696980,687947,2400.0
326696980,3929223,-14400.0
326696980,1327038,-1800.0
326696980,4267849,4800.0
326696980,3513313,2400.0
326696980,591993,-7200.0
326696980,3529932,2400.0
326696980,2758501,2400.0
326696980,2064569,5066.0
326696980,595351,4880.0
326696980,582798,-6000.0
326696980,1992999,9600.0
326696980,4246733,-8400.0
326696980,4297421,10800.0
326696980,691245,-600.0
326696980,2088839,3600.0
326696980,1754250,2400.0
326696980,629516,-2400.0
326696980,837529,3000.0
326696980,654266,8400.0
326696980,2853084,-2400.0
326696980,862096,5400.0
326696980,609396,6474.0
326696980,1775719,-12815.0
326696980,3340627,-1510.0
326696980,476273,4200.0
326696980,989854,-4527.0
326696980,469354,2400.0
326696980,3472697,-4800.0
326696980,33019,4800.0
326696980,1548653,-2400.0
326696980,2633007,-7200.0
326696980,2594596,-5400.0
326696980,471491,-7200.0
326696980,485563,-3950.0
326696980,4223944,7200.0
326696980,4234820,-3600.0
326696980,2396707,-7200.0
326696980,774948,1200.0
326696980,2028949,4527.0
326696980,4413730,-1200.0
326696980,1677460,-1200.0
326696980,1213925,2400.0
326696980,982965,-8400.0
326696980,699027,7200.0
326696980,4416389,2400.0
326696980,914547,2400.0
326696980,2835485,-2217.0
326696980,662514,4126.0
326696980,495800,2400.0
326696980,1633919,2530.0
326696980,1101386,6000.0
326696980,3895044,4800.0
326696980,875650,6000.0
326696980,3490961,-14235.0
326696980,3361667,6000.0
326696980,3864944,-2400.0
326696980,869166,4200.0
326696980,1487582,8400.0
326696980,4209758,2400.0
326696980,4257404,2400.0
326696980,4214327,-2400.0
326696980,1709192,2400.0
326696980,1361227,342.0
326696980,1451067,-2400.0
326696980,3213800,4403.0
326696980,790184,-14400.0
326696980,536967,-2400.0
326696980,2271205,-7200.0
326696980,1932949,-4800.0
326696980,2555641,1200.0
326696980,2452181,8400.0
326696980,624649,6000.0
326696980,2083231,-3600.0
326696980,747739,6000.0
326696980,939666,8640.0
326696980,666389,7992.0
326696980,1463561,-4800.0
326696980,489597,-1200.0
326696980,2494998,1200.0
326696980,1319605,1200.0
326696980,2748194,2400.0
326696980,1877757,-2400.0
326696980,97167,4800.0
326696980,8225,4800.0
326696980,607469,12083.0
326696980,1505465,7200.0
326696980,724874,12794.0
326696980,3233988,-4200.0
326696980,4130790,-4800.0
326696980,1582562,-7200.0
326696980,1732552,-3147.0
326696980,850430,2229.0
326696980,3350154,2400.0
326696980,1672281,-6600.0
326696980,1660877,7282.0
326696980,2310996,-13200.0
326696980,4093316,7200.0
326696980,4303971,9001.0
326696980,2892071,7200.0
326696980,1913351,6000.0
326696980,2247839,7200.0
326696980,2498907,-7200.0
326696980,2565832,-7200.0
326696980,1428443,-4800.0
326696980,1187675,4800.0
326696980,3481436,-3497.0
326696980,1841100,-8618.0
326696980,767756,-2400.0
326696980,2444590,2400.0
326696980,1261283,1200.0
326696980,2002928,7200.0
326696980,1647691,-7200.0
326696980,807227,5400.0
326696980,703796,1200.0
326696980,2305224,4454.0
326696980,2007094,7200.0
326696980,2102421,4568.0
326696980,2584531,6000.0
326696980,3265559,4800.0
326696980,3027653,-1200.0
326696980,3899834,-4800.0
326696980,3952766,7200.0
326696980,534026,6000.0
326696980,731342,-4800.0
326696980,2699310,3600.0
326696980,1226988,-10800.0
326696980,2687552,-1200.0
326696980,2291411,-471.0
326696980,2377910,4200.0
326696980,2459307,600.0
326696980,2642634,2400.0
326696980,1805946,3600.0
326696980,1903947,-4800.0
326696980,821349,-6000.0
326696980,640485,-2400.0
326696980,2619488,3600.0
326696980,1093105,-1200.0
326696980,3944766,4800.0
326696980,1156667,3600.0
326696980,3110554,7740.0
326696980,1219302,3000.0
326696980,2073217,3600.0
326696980,473189,-2400.0
326696980,1404598,8400.0
326696980,612166,6000.0
326696980,100924,8055.0
326696980,4345527,-3000.0
326696980,4161228,1200.0
326696980,1270746,3600.0
326696980,2015360,9072.0
326696980,2871450,-2400.0
326696980,4362781,-3600.0
326696980,1476613,-2400.0
326696981,4209435,-2400.0
326696981,588243,7200.0
326696981,2120310,6000.0
326696981,3689362,-10539.0
326696981,3675209,2400.0
326696981,655463,-3000.0
326696981,1562811,-4800.0
326696981,4311660,-3600.0
326696981,1531206,1200.0
326696981,2878267,8400.0
326696981,720784,-1200.0
326696981,1348814,-8400.0
326696981,945623,-2400.0
326696981,1429078,2400.0
326696981,2176240,-4800.0
326696981,2443048,4800.0
326696981,2251788,3000.0
326696981,2040112,2400.0
326696981,2297133,2400.0
326696981,2527199,3600.0
326696981,759200,4160.0
326696981,4245718,-7200.0
326696981,2280390,-4800.0
326696981,2097791,-3600.0
326696981,1570424,-2400.0
326696981,4410604,4800.0
326696981,815223,2400.0
326696981,2603617,-6000.0
326696981,468836,2400.0
326696981,3559978,-1200.0
326696981,1404773,3000.0
326696981,4128637,-7200.0
326696981,3909190,4800.0
326696981,1754378,-5254.0
326696981,4280807,-4800.0
326696981,2111876,9600.0
326696981,3155997,7602.0
326696981,992018,-2400.0
326696981,4320312,13593.0
326696981,3851303,9186.0
326696981,894865,-2400.0
326696981,2993519,-15600.0
326696981,4326336,4800.0
326696981,1039432,7200.0
326696981,548448,4800.0
326696981,2551773,-600.0
326696981,1883104,-8740.0
326696981,3168313,-1200.0
326696981,1636660,2400.0
326696981,1994748,-9600.0
326696981,3949101,6000.0
326696981,2674966,-3600.0
326696981,2421253,4800.0
326696981,1948240,-3875.0
326696981,1595885,6000.0
326696981,4265069,10800.0
326696981,4100334,3600.0
326696981,1731196,7200.0
326696981,1970760,3000.0
326696981,2223397,3000.0
326696981,1499850,4800.0
326696981,617939,6600.0
326696981,4221118,-2400.0
326696981,2690467,-2400.0
326696981,2285584,-4800.0
326696981,1494012,9600.0
326696981,4074098,-4800.0
326696981,2986690,1200.0
326696981,2216215,-8400.0
326696981,2647008,-2400.0
326696981,660788,-2400.0
326696981,3334349,1200.0
326696981,4416104,-2400.0
326696981,3661767,6080.0
326696981,909822,-7200.0
326696981,2300351,-18000.0
326696981,3994499,12000.0
326696981,611074,-3600.0
326696981,2375758,-7200.0
326696981,2138298,2400.0
326696981,602038,9600.0
326696981,1618625,6000.0
